Frame;Winkel
0;127
1;140
2;157
3;159
4;157
5;156
6;146
7;140
8;133
9;127
10;116
11;109
12;95
13;81
14;75
15;74
16;83
17;84
18;88
19;90
20;98
21;107
22;125
23;137
24;157
25;160
26;157
27;149
28;143
29;135
30;129
31;118
32;109
33;96
34;80
35;74
36;79
37;88
38;102
39;101
40;98
41;104
42;110
43;124
44;147
45;155
46;158
47;155
48;151
49;140
50;127
51;121
52;108
53;103
54;90
55;81
56;75
57;80
58;86
59;102
60;92
61;93
62;102
63;118
64;132
65;155
66;159
67;158
68;152
69;143
70;135
71;125
72;116
73;103
74;95
75;78
76;75
77;88
78;102
79;122
80;102
81;105
82;110
83;120
84;137
85;150
86;156
87;152
88;143
89;137
90;126
91;123
92;108
93;102
94;84
95;74
96;75
97;82
98;80
99;88
100;90
101;104
102;125
103;136
104;150
105;156
106;157
107;152
108;141
109;136
110;126
111;106
112;103
113;87
114;77
115;72
116;81
117;80
118;89
119;92
120;105
121;113
122;134
123;150
124;158
125;153
126;143
127;139
128;128
129;122
130;110
131;92
132;84
133;74
134;75
135;84
136;90
137;92
138;102
139;115
140;133
141;147
142;157
143;152
144;144
145;136
146;126
147;119
148;100
149;86
150;72
151;70
152;82
153;84
154;92
155;94
156;104
157;113
158;118
159;135
160;148
161;145
162;134
163;128
164;122
165;113
166;96
167;86
168;75
169;79
170;90
171;87
172;89
173;95
174;110
175;131
176;138
177;155
178;149
179;149
180;136
181;131
182;122
183;107
184;99
185;82
186;71
187;74
188;100
189;126
190;100
191;104
192;109
193;122
194;135
195;151
196;151
197;147
198;139
199;132
200;124
201;116
202;94
203;85
204;72
205;79
206;109
207;135
208;127
209;116
210;114
211;122
212;138
213;152
214;152
215;151
216;137
217;133
218;125
219;115
220;107
221;87
222;79
223;75
224;78
225;81
226;86
227;89
228;104
229;110
230;120
231;145
232;152
233;149
234;149
235;136
236;127
237;122
238;109
239;99
240;84
241;76
242;73
243;81
244;80
245;88
246;95
247;106
248;119
249;128
250;147
251;153
252;150
253;144
254;137
255;126
256;118
257;102
258;90
259;74
260;72
261;78
262;81
263;85
264;90
265;104
266;113
267;127
268;144
269;154
270;151
271;147
272;138
273;127
274;122
275;107
276;98
277;83
278;72
279;77
280;83
281;86
282;94
283;98
284;106
285;117
286;123
287;154
288;157
289;148
290;138
291;136
292;125
293;108
294;101
295;84
296;71
297;77
298;78
299;78
300;90
301;95
302;104
303;123
304;125
305;142
306;152
307;148
308;139
309;133
310;123
311;116
312;98
313;91
314;76
315;78
316;78
317;79
318;90
319;97
320;105
321;121
322;128
323;145
324;156
325;148
326;140
327;131
328;125
329;110
330;96
331;89
332;72
333;75
334;77
335;80
336;85
337;93
338;108
339;118
340;119
341;145
342;155
343;144
344;135
345;125
346;120
347;107
348;91
349;82
350;75
351;74
352;81
353;83
354;91
355;102
356;111
357;130
358;134
359;150
360;143
361;138
362;133
363;130
364;125
365;103
366;86
367;79
368;72
369;79
370;82
371;93
372;93
373;99
374;118
375;122
376;139
377;148
378;144
379;141
380;131
381;122
382;119
383;104
384;86
385;74
386;72
387;78
388;81
389;87
390;94
391;106
392;121
393;132
394;149
395;150
396;144
397;134
398;125
399;121
400;109
401;100
402;81
403;73
404;79
405;85
406;85
407;88
408;95
409;110
410;130
411;147
412;153
413;154
414;145
415;136
416;126
417;120
418;105
419;88
420;81
421;76
422;73
423;82
424;87
425;91
426;99
427;110
428;120
429;136
430;151
431;148
432;146
433;137
434;128
435;120
436;107
437;89
438;77
439;71
440;73
441;94
442;86
443;91
444;104
445;115
446;134
447;150
448;152
449;149
450;141
451;134
452;126
453;113
454;109
455;90
456;74
457;71
458;72
459;79
460;95
461;93
462;105
463;113
464;133
465;140
466;150
467;148
468;138
469;132
470;122
471;118
472;109
473;87
474;79
475;76
476;74
477;81
478;84
479;91
480;104
481;116
482;131
483;148
484;155
485;151
486;141
487;134
488;125
489;114
490;102
491;82
492;75
493;74
494;80
495;80
496;88
497;95
498;104
499;124
500;136
501;150
502;153
503;146
504;139
505;130
506;121
507;113
508;100
509;82
510;72
511;73
512;81
513;96
514;91
515;96
516;105
517;121
518;133
519;153
520;151
521;146
522;137
523;128
524;119
525;106
526;96
527;80
528;74
529;78
530;81
531;84
