Frame;Winkel
0;82
1;83
2;85
3;90
4;95
5;105
6;110
7;116
8;128
9;132
10;136
11;141
12;140
13;142
14;151
15;151
16;148
17;140
18;133
19;130
20;120
21;117
22;115
23;112
24;108
25;99
26;80
27;73
28;74
29;73
30;84
31;88
32;87
33;92
34;96
35;106
36;117
37;127
38;132
39;145
40;149
41;155
42;159
43;158
44;152
45;148
46;140
47;133
48;118
49;118
50;120
51;110
52;108
53;98
54;89
55;80
56;79
57;75
58;83
59;83
60;86
61;91
62;99
63;106
64;118
65;128
66;135
67;143
68;153
69;169
70;169
71;168
72;165
73;156
74;146
75;143
76;123
77;115
78;114
79;106
80;104
81;97
82;79
83;79
84;76
85;75
86;78
87;79
88;85
89;89
90;99
91;109
92;116
93;127
94;133
95;139
96;148
97;156
98;156
99;158
100;150
101;144
102;136
103;132
104;119
105;112
106;113
107;104
108;101
109;88
110;81
111;77
112;74
113;74
114;77
115;79
116;87
117;97
118;102
119;108
120;121
121;128
122;131
123;141
124;152
125;156
126;160
127;155
128;146
129;141
130;136
131;121
132;113
133;114
134;108
135;93
136;88
137;78
138;71
139;74
140;76
141;79
142;83
143;89
144;96
145;109
146;116
147;132
148;136
149;150
150;175
151;180
152;179
153;175
154;171
155;161
156;161
157;151
158;138
159;115
160;104
161;102
162;92
163;86
164;78
165;79
166;75
167;76
168;81
169;84
170;91
171;102
172;105
173;110
174;121
175;128
176;134
177;139
178;148
179;151
180;153
181;145
182;141
183;133
184;123
185;116
186;107
187;107
188;100
189;97
190;86
191;78
192;78
193;71
194;74
195;76
196;85
197;89
198;99
199;110
200;115
201;122
202;125
203;134
204;144
205;152
206;153
207;147
208;139
209;134
210;129
211;116
212;111
213;107
214;102
215;98
216;88
217;87
218;83
219;77
220;77
221;84
222;88
223;100
224;104
225;113
226;122
227;130
228;132
229;136
230;133
231;155
232;159
233;154
234;146
235;136
236;134
237;119
238;117
239;114
240;102
241;99
242;88
243;85
244;80
245;80
246;82
247;85
248;93
249;100
250;110
251;121
252;135
253;138
254;152
255;160
256;164
257;160
258;155
259;145
260;140
261;126
262;115
263;106
264;98
265;95
266;78
267;78
268;77
269;74
270;78
271;82
272;88
273;99
274;108
275;117
276;130
277;136
278;145
279;157
280;157
281;150
282;141
283;134
284;130
285;118
286;112
287;109
288;95
289;79
290;76
291;76
292;73
293;77
294;84
295;99
296;102
297;112
298;124
299;130
300;142
301;147
302;155
303;152
304;141
305;135
306;130
307;117
308;108
309;106
310;90
311;73
312;72
313;70
314;71
315;75
316;84
317;90
318;98
319;111
320;121
321;125
322;136
323;149
324;155
325;154
326;144
327;132
328;128
329;122
330;112
331;102
332;89
333;76
334;69
335;68
336;70
337;75
338;82
339;93
340;103
341;110
342;124
343;122
344;121
345;149
346;153
347;148
348;139
349;132
350;126
351;117
352;116
353;97
354;87
355;73
356;66
357;66
358;69
359;82
360;88
361;98
362;104
363;116
364;128
365;131
366;135
367;147
368;151
369;146
370;139
371;130
372;120
373;118
374;119
375;99
376;86
377;77
378;76
379;72
380;74
381;81
382;88
383;97
384;110
385;124
386;128
387;142
388;147
389;152
390;148
391;143
392;130
393;120
394;110
395;108
396;96
397;91
398;75
399;67
400;69
401;75
402;80
403;94
404;97
405;105
406;117
407;128
408;128
409;144
410;149
411;148
412;137
413;132
414;125
415;114
416;108
417;100
418;91
419;76
420;75
421;69
422;73
423;79
424;88
425;97
426;106
427;113
428;124
429;136
430;140
431;149
432;149
433;146
434;138
435;133
436;117
437;116
438;111
439;92
440;85
441;76
442;76
443;75
444;80
445;86
446;95
447;100
448;113
449;126
450;129
451;142
452;150
453;155
454;149
455;145
456;133
457;132
458;118
459;106
460;104
461;91
462;78
463;73
464;73
465;74
466;84
467;95
468;102
469;114
470;122
471;127
472;143
473;149
474;153
475;147
476;141
477;134
478;125
479;123
480;118
481;103
482;83
483;80
484;73
485;73
486;80
487;91
488;98
489;107
490;124
491;132
492;140
493;147
494;156
495;151
496;147
497;135
498;128
499;114
500;110
501;103
502;93
503;81
504;76
505;84
506;85
507;89
508;99
509;105
510;117
511;129
512;132
513;149
514;151
515;152
516;140
517;134
518;125
519;121
520;113
521;97
522;92
523;76
524;75
525;76
526;79
527;90
528;98
529;107
530;120
531;128
532;143
533;154
534;158
535;150
536;144
537;134
538;131
539;118
540;105
541;94
542;80
