Frame;Winkel
0;117
1;121
2;123
3;125
4;134
5;140
6;144
7;146
8;143
9;141
10;135
11;133
12;130
13;124
14;116
15;109
16;102
17;102
18;97
19;91
20;88
21;88
22;95
23;93
24;93
25;91
26;94
27;98
28;105
29;109
30;113
31;120
32;124
33;134
34;142
35;144
36;146
37;145
38;144
39;141
40;135
41;134
42;127
43;118
44;115
45;106
46;99
47;96
48;90
49;89
50;94
51;93
52;97
53;97
54;101
55;105
56;108
57;110
58;113
59;119
60;125
61;129
62;134
63;142
64;150
65;149
66;145
67;135
68;133
69;128
70;125
71;114
72;101
73;98
74;96
75;88
76;87
77;91
78;92
79;94
80;94
81;96
82;101
83;104
84;112
85;114
86;118
87;124
88;132
89;147
90;150
91;151
92;149
93;139
94;136
95;132
96;124
97;117
98;106
99;96
100;94
101;91
102;87
103;89
104;93
105;90
106;97
107;100
108;105
109;108
110;110
111;114
112;118
113;121
114;129
115;139
116;145
117;146
118;147
119;144
120;135
121;131
122;130
123;124
124;118
125;102
126;99
127;91
128;85
129;88
130;91
131;93
132;98
133;93
134;101
135;103
136;106
137;114
138;118
139;123
140;129
141;140
142;149
143;150
144;147
145;142
146;136
147;134
148;131
149;118
150;102
151;96
152;94
153;91
154;83
155;88
156;87
157;88
158;89
159;94
160;100
161;105
162;107
163;113
164;121
165;125
166;141
167;146
168;151
169;147
170;144
171;136
172;134
173;128
174;118
175;117
176;100
177;94
178;88
179;85
180;88
181;95
182;92
183;91
184;100
185;103
186;105
187;108
188;113
189;121
190;128
191;143
192;147
193;148
194;145
195;140
196;134
197;132
198;129
199;119
200;101
201;99
202;94
203;90
204;91
205;92
206;91
207;93
208;95
209;104
210;104
211;108
212;110
213;117
214;126
215;129
216;148
217;156
218;148
219;143
220;137
221;132
222;129
223;128
224;118
225;107
226;99
227;100
228;93
229;90
230;88
231;89
232;88
233;90
234;98
235;103
236;109
237;113
238;118
239;123
240;128
241;145
242;144
243;146
244;143
245;135
246;131
247;131
248;126
249;114
250;104
251;98
252;92
253;91
254;86
255;86
256;90
257;98
258;93
259;100
260;100
261;107
262;109
263;115
264;123
265;133
266;143
267;146
268;148
269;145
270;138
271;135
272;131
273;125
274;123
275;102
276;95
277;89
278;86
279;86
280;89
281;89
282;88
283;90
284;97
285;103
286;108
287;110
288;117
289;126
290;134
291;151
292;152
293;148
294;143
295;138
296;133
297;132
298;121
299;116
300;106
301;94
302;90
303;90
304;88
305;92
306;98
307;99
308;101
309;102
310;106
311;112
312;116
313;123
314;130
315;144
316;151
317;150
318;145
319;137
320;132
321;130
322;119
323;106
324;94
325;91
326;90
327;87
328;88
329;88
330;87
331;88
332;100
333;101
334;108
335;114
336;118
337;124
338;140
339;144
340;150
341;147
342;139
343;135
344;129
345;127
346;123
347;102
348;98
349;94
350;83
351;88
352;87
353;90
354;95
355;102
356;103
357;109
358;110
359;118
360;124
361;135
362;146
363;149
364;147
365;142
366;136
367;131
368;127
369;118
370;105
371;96
372;96
373;91
374;87
375;89
376;92
377;96
378;103
379;104
380;107
381;115
382;119
383;125
384;132
385;140
386;146
387;147
388;143
389;133
390;129
391;124
392;111
393;99
394;93
395;96
396;92
397;86
398;89
399;89
400;91
401;97
402;100
403;111
404;115
405;122
406;124
407;138
408;143
409;144
410;144
411;136
412;130
413;128
414;119
415;110
416;98
417;98
418;92
419;85
420;87
421;92
422;96
423;101
424;106
425;109
426;113
427;116
428;123
429;130
430;135
431;142
432;143
433;141
434;135
435;129
436;124
437;118
438;102
439;94
440;93
441;85
442;86
443;87
444;89
445;89
446;96
447;101
448;108
449;113
450;120
451;125
452;141
453;146
454;144
455;145
456;138
457;133
458;128
459;123
460;112
461;101
462;96
463;93
464;85
465;89
466;91
467;91
468;95
469;99
470;103
471;111
472;117
473;121
474;139
475;146
476;148
477;147
478;137
479;133
480;128
481;121
482;112
483;98
484;94
485;93
486;93
487;95
488;92
489;91
490;94
491;99
492;104
493;109
494;115
495;124
496;130
497;145
498;147
499;146
500;138
501;132
502;131
503;125
504;118
505;100
506;94
507;91
508;89
509;88
510;90
511;92
512;97
513;100
514;103
515;107
516;117
517;123
518;135
519;143
520;147
521;145
522;136
523;132
524;126
525;124
526;108
527;100
528;96
529;90
530;88
531;91
532;93
533;94
