Frame;Winkel
0;161
1;159
2;147
3;140
4;136
5;126
6;117
7;104
8;97
9;88
10;79
11;69
12;71
13;72
14;74
15;82
16;86
17;95
18;108
19;123
20;128
21;135
22;155
23;163
24;164
25;156
26;150
27;144
28;138
29;132
30;115
31;102
32;95
33;84
34;77
35;70
36;71
37;70
38;73
39;81
40;93
41;96
42;101
43;119
44;127
45;135
46;145
47;162
48;167
49;167
50;154
51;146
52;140
53;134
54;116
55;106
56;101
57;87
58;80
59;77
60;70
61;70
62;71
63;74
64;83
65;94
66;98
67;105
68;123
69;131
70;136
71;153
72;161
73;161
74;161
75;154
76;142
77;136
78;127
79;115
80;107
81;102
82;90
83;81
84;72
85;70
86;69
87;71
88;77
89;81
90;94
91;98
92;105
93;119
94;130
95;136
96;145
97;153
98;159
99;160
100;154
101;145
102;137
103;134
104;129
105;116
106;104
107;97
108;84
109;75
110;75
111;77
112;81
113;75
114;77
115;88
116;94
117;99
118;108
119;120
120;127
121;135
122;150
123;158
124;163
125;159
126;152
127;143
128;137
129;133
130;123
131;109
132;101
133;88
134;81
135;76
136;70
137;77
138;72
139;73
140;82
141;87
142;96
143;105
144;117
145;132
146;139
147;150
148;159
149;162
150;161
151;155
152;145
153;136
154;128
155;120
156;112
157;106
158;88
159;78
160;73
161;77
162;71
163;71
164;78
165;89
166;96
167;104
168;107
169;124
170;135
171;141
172;155
173;158
174;162
175;155
176;149
177;140
178;136
179;129
180;117
181;111
182;103
183;83
184;73
185;71
186;77
187;72
188;73
189;81
190;90
191;98
192;104
193;111
194;126
195;131
196;140
197;156
198;161
199;161
200;162
201;152
202;142
203;138
204;132
205;119
206;113
207;107
208;103
209;82
210;73
211;70
212;70
213;72
214;73
215;79
216;89
217;93
218;101
219;106
220;120
221;133
222;136
223;150
224;157
225;160
226;161
227;155
228;145
229;137
230;136
231;129
232;121
233;113
234;104
235;90
236;78
237;77
238;80
239;73
240;71
241;74
242;87
243;91
244;97
245;105
246;112
247;127
248;135
249;141
250;154
251;159
252;159
253;154
254;150
255;141
256;135
257;133
258;121
259;115
260;106
261;90
262;81
263;73
264;78
265;72
266;73
267;80
268;80
269;91
270;96
271;96
272;110
273;120
274;131
275;134
276;149
277;157
278;159
279;157
280;150
281;143
282;137
283;131
284;123
285;113
286;100
287;92
288;79
289;75
290;75
291;70
292;79
293;75
294;87
295;88
296;98
297;105
298;110
299;126
300;135
301;149
302;157
303;160
304;160
305;156
306;147
307;142
308;137
309;125
310;117
311;107
312;101
313;89
314;77
315;72
316;78
317;73
318;73
319;81
320;88
321;93
322;97
323;104
324;119
325;129
326;135
327;141
328;155
329;159
330;158
331;154
332;149
333;140
334;137
335;125
336;117
337;106
338;101
339;88
340;76
341;75
342;79
343;74
344;72
345;75
346;86
347;92
348;93
349;106
350;114
351;129
352;138
353;153
354;157
355;158
356;158
357;152
358;143
359;134
360;132
361;120
362;114
363;104
364;91
365;83
366;76
367;80
368;81
369;74
370;77
371;88
372;93
373;96
374;104
375;115
376;129
377;136
378;147
379;159
380;160
381;161
382;152
383;146
384;137
385;131
386;119
387;111
388;102
389;86
390;77
391;72
392;80
393;80
394;73
395;85
396;91
397;96
398;100
399;110
400;122
401;132
402;141
403;156
404;157
405;157
406;157
407;149
408;138
409;135
410;122
411;114
412;106
413;102
414;81
415;73
416;70
417;77
418;72
419;73
420;86
421;90
422;95
423;102
424;106
425;122
426;129
427;138
428;152
429;156
430;156
431;154
432;145
433;139
434;134
435;130
436;118
437;106
438;105
439;85
440;76
441;73
442;80
443;73
444;72
445;83
446;89
447;95
448;97
449;107
450;119
451;129
452;139
453;148
454;156
455;157
456;156
457;150
458;141
459;135
460;129
461;116
462;109
463;97
464;91
465;78
466;70
467;78
468;72
469;78
470;81
471;86
472;94
473;93
474;103
475;118
476;129
477;136
478;150
479;157
480;160
481;158
482;149
483;143
484;137
485;134
486;121
487;109
488;103
489;87
490;76
491;73
492;79
493;72
494;79
495;84
496;89
497;95
498;98
499;104
500;115
501;131
502;139
503;147
504;157
505;159
506;159
507;150
508;141
509;134
510;129
511;115
512;107
513;97
514;90
515;78
516;72
517;80
518;73
519;72
520;79
521;88
522;96
523;103
524;116
525;126
526;135
527;138
528;154
529;157
530;158
531;155
532;146
533;137
