Frame;Winkel
0;79
1;80
2;87
3;96
4;102
5;111
6;122
7;135
8;136
9;141
10;144
11;134
12;127
13;121
14;108
15;101
16;95
17;90
18;84
19;83
20;74
21;71
22;74
23;76
24;76
25;79
26;85
27;90
28;106
29;115
30;116
31;122
32;138
33;147
34;146
35;136
36;127
37;122
38;109
39;100
40;90
41;81
42;81
43;78
44;74
45;77
46;73
47;77
48;79
49;89
50;93
51;108
52;123
53;125
54;133
55;150
56;152
57;147
58;142
59;129
60;126
61;110
62;100
63;94
64;90
65;82
66;79
67;78
68;77
69;77
70;80
71;84
72;93
73;106
74;109
75;120
76;129
77;143
78;155
79;141
80;131
81;123
82;117
83;100
84;91
85;86
86;84
87;79
88;76
89;78
90;73
91;78
92;78
93;84
94;96
95;105
96;115
97;119
98;127
99;142
100;150
101;153
102;134
103;128
104;120
105;103
106;92
107;89
108;85
109;80
110;77
111;78
112;76
113;80
114;81
115;89
116;96
117;107
118;120
119;124
120;144
121;150
122;156
123;153
124;146
125;140
126;123
127;103
128;96
129;91
130;92
131;78
132;81
133;80
134;81
135;86
136;89
137;96
138;105
139;117
140;131
141;146
142;154
143;150
144;144
145;134
146;125
147;107
148;93
149;90
150;87
151;80
152;81
153;81
154;81
155;85
156;87
157;96
158;111
159;114
160;121
161;143
162;153
163;152
164;141
165;128
166;121
167;105
168;95
169;89
170;84
171;83
172;79
173;78
174;79
175;82
176;86
177;97
178;103
179;110
180;123
181;136
182;145
183;148
184;138
185;125
186;120
187;104
188;92
189;88
190;87
191;78
192;79
193;77
194;80
195;84
196;88
197;95
198;107
199;114
200;121
201;146
202;149
203;148
204;143
205;140
206;118
207;99
208;92
209;88
210;77
211;78
212;78
213;76
214;78
215;83
216;94
217;108
218;111
219;117
220;133
221;145
222;148
223;147
224;130
225;120
226;105
227;95
228;87
229;82
230;74
231;76
232;75
233;80
234;78
235;88
236;97
237;107
238;115
239;122
240;141
241;145
242;144
243;136
244;125
245;110
246;99
247;91
248;87
249;82
250;75
251;77
252;77
253;77
254;84
255;95
256;105
257;116
258;122
259;138
260;150
261;163
262;137
263;126
264;111
265;100
266;90
267;88
268;84
269;76
270;77
271;74
272;77
273;83
274;94
275;104
276;113
277;122
278;137
279;146
280;150
281;140
282;140
283;135
284;108
285;98
286;93
287;89
288;81
289;80
290;78
291;81
292;83
293;92
294;101
295;108
296;121
297;134
298;148
299;152
300;146
301;132
302;125
303;108
304;97
305;93
306;87
307;82
308;83
309;80
310;82
311;87
312;93
313;101
314;114
315;119
316;137
317;144
318;148
319;136
320;127
321;120
322;103
323;92
324;87
325;84
326;79
327;80
328;79
329;81
330;86
331;96
332;100
333;115
334;119
335;136
336;147
337;147
338;139
339;126
340;118
341;101
342;92
343;86
344;82
345;79
346;74
347;72
348;76
349;81
350;92
351;104
352;110
353;123
354;140
355;146
356;148
357;135
358;124
359;109
360;99
361;89
362;85
363;77
364;78
365;78
366;76
367;78
368;83
369;95
370;103
371;114
372;132
373;142
374;147
375;135
376;126
377;120
378;108
379;90
380;85
381;84
382;75
383;74
384;74
385;78
386;85
387;91
388;99
389;118
390;123
391;141
392;151
393;147
394;137
395;126
396;111
397;93
398;87
399;83
400;78
401;71
402;74
403;79
404;80
405;89
406;98
407;108
408;116
409;133
410;146
411;140
412;128
413;119
414;114
415;98
416;87
417;85
418;79
419;74
420;76
421;80
422;80
423;87
424;99
425;106
426;114
427;124
428;135
429;144
430;122
431;120
432;116
433;105
434;98
435;92
436;90
437;81
438;77
439;76
440;81
441;84
442;94
443;100
444;107
445;113
446;133
447;141
448;137
449;122
450;117
451;114
452;103
453;94
454;87
455;81
456;74
457;77
458;78
459;81
460;86
461;97
462;100
463;109
464;127
465;137
466;144
467;140
468;134
469;125
470;113
471;99
472;95
473;87
474;83
475;75
476;77
477;80
478;84
479;94
480;102
481;108
482;120
483;139
484;146
485;153
486;143
487;134
488;123
489;113
490;98
491;90
492;92
493;83
494;80
495;81
496;80
497;83
498;94
499;108
500;116
501;131
502;149
503;149
504;143
505;136
506;127
507;107
508;98
509;93
510;82
511;82
512;80
513;78
514;81
515;89
516;96
517;107
518;113
519;123
520;136
521;145
522;142
523;133
524;121
525;105
526;95
527;87
528;86
529;73
530;78
531;72
532;79
533;83
534;89
535;103
536;112
537;128
538;147
539;151
540;143
541;134
542;121
543;104
