Frame;Winkel
0;123
1;120
2;113
3;102
4;97
5;95
6;86
7;80
8;75
9;73
10;72
11;72
12;71
13;73
14;78
15;89
16;93
17;99
18;101
19;115
20;129
21;135
22;140
23;149
24;149
25;156
26;154
27;149
28;146
29;134
30;128
31;124
32;121
33;107
34;102
35;96
36;84
37;78
38;76
39;76
40;76
41;77
42;78
43;85
44;92
45;98
46;105
47;115
48;124
49;132
50;134
51;146
52;155
53;161
54;158
55;154
56;145
57;138
58;128
59;124
60;109
61;105
62;99
63;88
64;78
65;74
66;73
67;75
68;77
69;78
70;81
71;91
72;96
73;104
74;119
75;129
76;132
77;146
78;153
79;159
80;163
81;152
82;139
83;131
84;123
85;115
86;105
87;101
88;89
89;84
90;76
91;74
92;73
93;74
94;76
95;88
96;94
97;99
98;106
99;124
100;132
101;138
102;153
103;157
104;162
105;150
106;142
107;130
108;124
109;110
110;108
111;100
112;87
113;77
114;76
115;75
116;73
117;76
118;87
119;92
120;99
121;103
122;116
123;126
124;132
125;152
126;158
127;157
128;153
129;144
130;130
131;123
132;115
133;101
134;88
135;85
136;76
137;74
138;73
139;76
140;80
141;90
142;102
143;108
144;118
145;128
146;135
147;145
148;170
149;159
150;151
151;141
152;131
153;123
154;111
155;97
156;87
157;83
158;82
159;77
160;76
161;81
162;89
163;96
164;106
165;116
166;129
167;141
168;152
169;158
170;174
171;166
172;158
173;143
174;121
175;109
176;99
177;87
178;77
179;78
180;77
181;74
182;78
183;89
184;93
185;99
186;108
187;121
188;130
189;139
190;168
191;172
192;165
193;161
194;145
195;127
196;110
197;100
198;89
199;83
200;76
201;77
202;73
203;76
204;89
205;95
206;104
207;113
208;130
209;134
210;151
211;159
212;173
213;168
214;155
215;137
216;132
217;115
218;108
219;95
220;81
221;77
222;75
223;75
224;75
225;82
226;91
227;101
228;108
229;127
230;129
231;144
232;160
233;165
234;160
235;148
236;134
237;127
238;114
239;101
240;93
241;83
242;84
243;78
244;74
245;74
246;82
247;92
248;101
249;119
250;130
251;139
252;149
253;160
254;164
255;154
256;137
257;128
258;116
259;106
260;94
261;86
262;76
263;74
264;74
265;74
266;77
267;88
268;98
269;109
270;119
271;128
272;147
273;153
274;155
275;150
276;135
277;127
278;119
279;104
280;98
281;81
282;77
283;75
284;73
285;78
286;90
287;96
288;105
289;123
290;130
291;144
292;152
293;160
294;149
295;134
296;126
297;113
298;103
299;91
300;86
301;77
302;75
303;72
304;78
305;81
306;92
307;101
308;117
309;126
310;131
311;154
312;161
313;153
314;139
315;129
316;118
317;102
318;95
319;82
320;74
321;74
322;70
323;71
324;86
325;96
326;101
327;120
328;127
329;137
330;147
331;156
332;149
333;141
334;125
335;121
336;105
337;91
338;82
339;75
340;77
341;71
342;75
343;85
344;94
345;100
346;116
347;130
348;133
349;150
350;157
351;156
352;141
353;130
354;124
355;103
356;97
357;82
358;79
359;74
360;70
361;71
362;84
363;94
364;102
365;117
366;125
367;131
368;150
369;153
370;153
371;138
372;127
373;121
374;112
375;99
376;86
377;79
378;74
379;71
380;72
381;79
382;90
383;99
384;113
385;129
386;132
387;141
388;153
389;155
390;142
391;132
392;123
393;108
394;100
395;89
396;80
397;74
398;71
399;72
400;79
401;92
402;96
403;108
404;118
405;130
406;146
407;152
408;157
409;153
410;143
411;127
412;122
413;109
414;96
415;89
416;76
417;73
418;79
419;75
420;78
421;91
422;100
423;107
424;118
425;128
426;140
427;147
428;157
429;152
430;145
431;129
432;124
433;109
434;96
435;90
436;77
437;73
438;73
439;71
440;78
441;91
442;97
443;105
444;123
445;131
446;140
447;148
448;156
449;153
450;146
451;130
452;123
453;113
454;102
455;93
456;84
457;74
458;80
459;73
460;77
461;90
462;93
463;104
464;113
465;130
466;141
467;155
468;157
469;157
470;150
471;132
472;127
473;113
474;100
475;93
476;80
477;76
478;71
479;71
480;74
481;87
482;93
483;99
484;108
485;127
486;135
487;147
488;154
489;153
490;145
491;129
492;122
493;114
494;98
495;93
496;79
497;72
498;74
499;71
500;76
501;89
502;92
503;100
504;120
505;129
506;134
507;145
508;154
509;153
510;146
511;131
512;126
513;114
514;99
515;91
516;82
517;76
518;73
519;74
520;81
521;90
522;98
523;110
524;119
525;131
526;149
527;157
528;159
529;155
530;142
531;134
532;126
533;106
534;99
535;86
536;80
537;76
538;74
539;74
540;88
541;95
542;101
543;111
544;121
545;129
546;144
